id_jogo;nacao;campeonato;ano;dia;home;away;endereco
MsP8XCA1;BRAZIL;SERIE B;2024;24.08.2024;Ituano;Goias;https://www.flashscore.com/match/MsP8XCA1/#/
YioahEnR;BRAZIL;SERIE B;2024;24.08.2024;Paysandu PA;Mirassol;https://www.flashscore.com/match/YioahEnR/#/
EHL0ZYuk;BRAZIL;SERIE B;2024;24.08.2024;Ponte Preta;Operario;https://www.flashscore.com/match/EHL0ZYuk/#/
0YNCWWP7;BRAZIL;SERIE B;2024;24.08.2024;Santos;Amazonas;https://www.flashscore.com/match/0YNCWWP7/#/
WhWezFQr;BRAZIL;SERIE B;2024;24.08.2024;Vila Nova FC;America MG;https://www.flashscore.com/match/WhWezFQr/#/
WSn51iPs;BRAZIL;SERIE B;2024;31.08.2024;Amazonas;Ceara;https://www.flashscore.com/match/WSn51iPs/#/
Yi7U7gnE;BRAZIL;SERIE B;2024;31.08.2024;Chapecoense-SC;Botafogo SP;https://www.flashscore.com/match/Yi7U7gnE/#/
Cr6Y6D1K;BRAZIL;SERIE B;2024;31.08.2024;CRB;Avai;https://www.flashscore.com/match/Cr6Y6D1K/#/
IPMVnhAl;BRAZIL;SERIE B;2024;31.08.2024;Goias;Paysandu PA;https://www.flashscore.com/match/IPMVnhAl/#/
naRZoCPf;BRAZIL;SERIE B;2024;31.08.2024;Guarani;Coritiba;https://www.flashscore.com/match/naRZoCPf/#/
QkQwoWv1;BRAZIL;SERIE B;2024;31.08.2024;Mirassol;America MG;https://www.flashscore.com/match/QkQwoWv1/#/
8EFrpjf7;BRAZIL;SERIE B;2024;31.08.2024;Novorizontino;Vila Nova FC;https://www.flashscore.com/match/8EFrpjf7/#/
UJ0w6XGQ;BRAZIL;SERIE B;2024;31.08.2024;Operario;Brusque;https://www.flashscore.com/match/UJ0w6XGQ/#/
KlJnqA9D;BRAZIL;SERIE B;2024;31.08.2024;Santos;Ponte Preta;https://www.flashscore.com/match/KlJnqA9D/#/
Qkn90Bvl;BRAZIL;SERIE B;2024;31.08.2024;Sport Recife;Ituano;https://www.flashscore.com/match/Qkn90Bvl/#/
nPxUemgJ;BRAZIL;SERIE B;2024;07.09.2024;America MG;Guarani;https://www.flashscore.com/match/nPxUemgJ/#/
n3ux4pot;BRAZIL;SERIE B;2024;07.09.2024;Avai;Sport Recife;https://www.flashscore.com/match/n3ux4pot/#/
08vMc9O6;BRAZIL;SERIE B;2024;07.09.2024;Botafogo SP;Goias;https://www.flashscore.com/match/08vMc9O6/#/
06qt340n;BRAZIL;SERIE B;2024;07.09.2024;Brusque;Santos;https://www.flashscore.com/match/06qt340n/#/
jexg02p5;BRAZIL;SERIE B;2024;07.09.2024;Ceara;Operario;https://www.flashscore.com/match/jexg02p5/#/
fTrp2OFh;BRAZIL;SERIE B;2024;07.09.2024;Coritiba;Novorizontino;https://www.flashscore.com/match/fTrp2OFh/#/
8YwQdTwD;BRAZIL;SERIE B;2024;07.09.2024;Ituano;Mirassol;https://www.flashscore.com/match/8YwQdTwD/#/
YJsl1rVb;BRAZIL;SERIE B;2024;07.09.2024;Paysandu PA;Amazonas;https://www.flashscore.com/match/YJsl1rVb/#/
MHuIbk90;BRAZIL;SERIE B;2024;07.09.2024;Ponte Preta;Chapecoense-SC;https://www.flashscore.com/match/MHuIbk90/#/
vgjDaVgf;BRAZIL;SERIE B;2024;07.09.2024;Vila Nova FC;CRB;https://www.flashscore.com/match/vgjDaVgf/#/
YXMMFsph;BRAZIL;SERIE B;2024;14.09.2024;Brusque;Vila Nova FC;https://www.flashscore.com/match/YXMMFsph/#/
fsOIGNUo;BRAZIL;SERIE B;2024;14.09.2024;Chapecoense-SC;Ceara;https://www.flashscore.com/match/fsOIGNUo/#/
UoycaMaB;BRAZIL;SERIE B;2024;14.09.2024;Goias;Avai;https://www.flashscore.com/match/UoycaMaB/#/
Mgg4c0UN;BRAZIL;SERIE B;2024;14.09.2024;Mirassol;Amazonas;https://www.flashscore.com/match/Mgg4c0UN/#/
4Ir9dKqU;BRAZIL;SERIE B;2024;14.09.2024;Novorizontino;Botafogo SP;https://www.flashscore.com/match/4Ir9dKqU/#/
GdCRE1ab;BRAZIL;SERIE B;2024;14.09.2024;Operario;Coritiba;https://www.flashscore.com/match/GdCRE1ab/#/
UaGVDLE4;BRAZIL;SERIE B;2024;14.09.2024;Paysandu PA;Guarani;https://www.flashscore.com/match/UaGVDLE4/#/
O8z1btFH;BRAZIL;SERIE B;2024;14.09.2024;Ponte Preta;Ituano;https://www.flashscore.com/match/O8z1btFH/#/
6RUzhvho;BRAZIL;SERIE B;2024;14.09.2024;Santos;America MG;https://www.flashscore.com/match/6RUzhvho/#/
OMFZCuUA;BRAZIL;SERIE B;2024;14.09.2024;Sport Recife;CRB;https://www.flashscore.com/match/OMFZCuUA/#/
rml3A7P9;BRAZIL;SERIE B;2024;18.09.2024;Amazonas;Operario;https://www.flashscore.com/match/rml3A7P9/#/
hbLA4Hyi;BRAZIL;SERIE B;2024;18.09.2024;America MG;Paysandu PA;https://www.flashscore.com/match/hbLA4Hyi/#/
dWoiD9ui;BRAZIL;SERIE B;2024;18.09.2024;Avai;Ituano;https://www.flashscore.com/match/dWoiD9ui/#/
MFUvAwET;BRAZIL;SERIE B;2024;18.09.2024;Botafogo SP;Santos;https://www.flashscore.com/match/MFUvAwET/#/
4dkaBmA3;BRAZIL;SERIE B;2024;18.09.2024;Coritiba;Ceara;https://www.flashscore.com/match/4dkaBmA3/#/
zNpeCTfc;BRAZIL;SERIE B;2024;18.09.2024;CRB;Ponte Preta;https://www.flashscore.com/match/zNpeCTfc/#/
rPVzBJbN;BRAZIL;SERIE B;2024;18.09.2024;Guarani;Mirassol;https://www.flashscore.com/match/rPVzBJbN/#/
veH65cMp;BRAZIL;SERIE B;2024;18.09.2024;Novorizontino;Brusque;https://www.flashscore.com/match/veH65cMp/#/
QBw89RvG;BRAZIL;SERIE B;2024;18.09.2024;Sport Recife;Goias;https://www.flashscore.com/match/QBw89RvG/#/
2DEwCaqH;BRAZIL;SERIE B;2024;18.09.2024;Vila Nova FC;Chapecoense-SC;https://www.flashscore.com/match/2DEwCaqH/#/
YHSs3PHq;BRAZIL;SERIE B;2024;21.09.2024;Botafogo SP;CRB;https://www.flashscore.com/match/YHSs3PHq/#/
djExP6v3;BRAZIL;SERIE B;2024;21.09.2024;Brusque;Amazonas;https://www.flashscore.com/match/djExP6v3/#/
CtHlM4OL;BRAZIL;SERIE B;2024;21.09.2024;Ceara;Vila Nova FC;https://www.flashscore.com/match/CtHlM4OL/#/
rmAYPnPd;BRAZIL;SERIE B;2024;21.09.2024;Chapecoense-SC;Avai;https://www.flashscore.com/match/rmAYPnPd/#/
xnsC8ofM;BRAZIL;SERIE B;2024;21.09.2024;Goias;Mirassol;https://www.flashscore.com/match/xnsC8ofM/#/
jgNn2qXk;BRAZIL;SERIE B;2024;21.09.2024;Ituano;Coritiba;https://www.flashscore.com/match/jgNn2qXk/#/
vF3sOQg9;BRAZIL;SERIE B;2024;21.09.2024;Operario;Guarani;https://www.flashscore.com/match/vF3sOQg9/#/
I52oNp9F;BRAZIL;SERIE B;2024;21.09.2024;Paysandu PA;Sport Recife;https://www.flashscore.com/match/I52oNp9F/#/
W8tG759S;BRAZIL;SERIE B;2024;21.09.2024;Ponte Preta;America MG;https://www.flashscore.com/match/W8tG759S/#/
UqMj13nd;BRAZIL;SERIE B;2024;21.09.2024;Santos;Novorizontino;https://www.flashscore.com/match/UqMj13nd/#/
pYgdIeNm;BRAZIL;SERIE B;2024;28.09.2024;Ceara;Brusque;https://www.flashscore.com/match/pYgdIeNm/#/
KnvGxQ82;BRAZIL;SERIE B;2024;28.09.2024;Chapecoense-SC;Amazonas;https://www.flashscore.com/match/KnvGxQ82/#/
h0xOz4wF;BRAZIL;SERIE B;2024;28.09.2024;Coritiba;Goias;https://www.flashscore.com/match/h0xOz4wF/#/
bwwKypO8;BRAZIL;SERIE B;2024;28.09.2024;CRB;America MG;https://www.flashscore.com/match/bwwKypO8/#/
dEhLGrnq;BRAZIL;SERIE B;2024;28.09.2024;Guarani;Avai;https://www.flashscore.com/match/dEhLGrnq/#/
AHdPF21k;BRAZIL;SERIE B;2024;28.09.2024;Mirassol;Sport Recife;https://www.flashscore.com/match/AHdPF21k/#/
4vdTEMGe;BRAZIL;SERIE B;2024;28.09.2024;Novorizontino;Ponte Preta;https://www.flashscore.com/match/4vdTEMGe/#/
294iJy8s;BRAZIL;SERIE B;2024;28.09.2024;Paysandu PA;Ituano;https://www.flashscore.com/match/294iJy8s/#/
rVfXDtW1;BRAZIL;SERIE B;2024;28.09.2024;Santos;Operario;https://www.flashscore.com/match/rVfXDtW1/#/
jXFhLOwS;BRAZIL;SERIE B;2024;28.09.2024;Vila Nova FC;Botafogo SP;https://www.flashscore.com/match/jXFhLOwS/#/
2VuSVEim;BRAZIL;SERIE B;2024;05.10.2024;Amazonas;Novorizontino;https://www.flashscore.com/match/2VuSVEim/#/
SGkHDXyJ;BRAZIL;SERIE B;2024;05.10.2024;America MG;Coritiba;https://www.flashscore.com/match/SGkHDXyJ/#/
tKwaxHEJ;BRAZIL;SERIE B;2024;05.10.2024;Avai;Brusque;https://www.flashscore.com/match/tKwaxHEJ/#/
KAx3yyUP;BRAZIL;SERIE B;2024;05.10.2024;CRB;Paysandu PA;https://www.flashscore.com/match/KAx3yyUP/#/
OOh0HFxf;BRAZIL;SERIE B;2024;05.10.2024;Goias;Santos;https://www.flashscore.com/match/OOh0HFxf/#/
EDoDEDMC;BRAZIL;SERIE B;2024;05.10.2024;Ituano;Guarani;https://www.flashscore.com/match/EDoDEDMC/#/
Wld8Fg76;BRAZIL;SERIE B;2024;05.10.2024;Mirassol;Vila Nova FC;https://www.flashscore.com/match/Wld8Fg76/#/
OvsOWfxs;BRAZIL;SERIE B;2024;05.10.2024;Operario;Chapecoense-SC;https://www.flashscore.com/match/OvsOWfxs/#/
hbc4GZi0;BRAZIL;SERIE B;2024;05.10.2024;Ponte Preta;Botafogo SP;https://www.flashscore.com/match/hbc4GZi0/#/
dhuWUY6g;BRAZIL;SERIE B;2024;05.10.2024;Sport Recife;Ceara;https://www.flashscore.com/match/dhuWUY6g/#/
ttFZlfbP;BRAZIL;SERIE B;2024;12.10.2024;Avai;America MG;https://www.flashscore.com/match/ttFZlfbP/#/
WAXrSWjC;BRAZIL;SERIE B;2024;12.10.2024;Botafogo SP;Operario;https://www.flashscore.com/match/WAXrSWjC/#/
2qL0pE6t;BRAZIL;SERIE B;2024;12.10.2024;Brusque;Ituano;https://www.flashscore.com/match/2qL0pE6t/#/
hYDDsCja;BRAZIL;SERIE B;2024;12.10.2024;Ceara;Ponte Preta;https://www.flashscore.com/match/hYDDsCja/#/
d6K4qYLn;BRAZIL;SERIE B;2024;12.10.2024;Coritiba;Amazonas;https://www.flashscore.com/match/d6K4qYLn/#/
AeqzUhMa;BRAZIL;SERIE B;2024;12.10.2024;Goias;Vila Nova FC;https://www.flashscore.com/match/AeqzUhMa/#/
hKYvTCy6;BRAZIL;SERIE B;2024;12.10.2024;Guarani;CRB;https://www.flashscore.com/match/hKYvTCy6/#/
0pxmRj6I;BRAZIL;SERIE B;2024;12.10.2024;Novorizontino;Sport Recife;https://www.flashscore.com/match/0pxmRj6I/#/
zcJ8rhyg;BRAZIL;SERIE B;2024;12.10.2024;Paysandu PA;Chapecoense-SC;https://www.flashscore.com/match/zcJ8rhyg/#/
vyyiQALO;BRAZIL;SERIE B;2024;12.10.2024;Santos;Mirassol;https://www.flashscore.com/match/vyyiQALO/#/
QoYjeVKb;BRAZIL;SERIE B;2024;19.10.2024;Amazonas;Avai;https://www.flashscore.com/match/QoYjeVKb/#/
044Yxl5U;BRAZIL;SERIE B;2024;19.10.2024;America MG;Goias;https://www.flashscore.com/match/044Yxl5U/#/
UJvrcijn;BRAZIL;SERIE B;2024;19.10.2024;Brusque;CRB;https://www.flashscore.com/match/UJvrcijn/#/
jTuvbXzt;BRAZIL;SERIE B;2024;19.10.2024;Chapecoense-SC;Santos;https://www.flashscore.com/match/jTuvbXzt/#/
MD5UwUkO;BRAZIL;SERIE B;2024;19.10.2024;Ituano;Ceara;https://www.flashscore.com/match/MD5UwUkO/#/
vkGPvAzI;BRAZIL;SERIE B;2024;19.10.2024;Mirassol;Novorizontino;https://www.flashscore.com/match/vkGPvAzI/#/
CrUndB5h;BRAZIL;SERIE B;2024;19.10.2024;Operario;Paysandu PA;https://www.flashscore.com/match/CrUndB5h/#/
QoCLujLB;BRAZIL;SERIE B;2024;19.10.2024;Ponte Preta;Guarani;https://www.flashscore.com/match/QoCLujLB/#/
K8Xffkz5;BRAZIL;SERIE B;2024;19.10.2024;Sport Recife;Botafogo SP;https://www.flashscore.com/match/K8Xffkz5/#/
WOCHtW55;BRAZIL;SERIE B;2024;19.10.2024;Vila Nova FC;Coritiba;https://www.flashscore.com/match/WOCHtW55/#/
fRP7imKN;BRAZIL;SERIE B;2024;23.10.2024;Botafogo SP;Ituano;https://www.flashscore.com/match/fRP7imKN/#/
QofMAAKo;BRAZIL;SERIE B;2024;23.10.2024;Chapecoense-SC;Goias;https://www.flashscore.com/match/QofMAAKo/#/
4xgQ9UZi;BRAZIL;SERIE B;2024;23.10.2024;CRB;Mirassol;https://www.flashscore.com/match/4xgQ9UZi/#/
llPBj7ZT;BRAZIL;SERIE B;2024;23.10.2024;Novorizontino;Avai;https://www.flashscore.com/match/llPBj7ZT/#/
YBcU8lkb;BRAZIL;SERIE B;2024;23.10.2024;Operario;America MG;https://www.flashscore.com/match/YBcU8lkb/#/
C2dY7844;BRAZIL;SERIE B;2024;23.10.2024;Paysandu PA;Coritiba;https://www.flashscore.com/match/C2dY7844/#/
GzR3hT4H;BRAZIL;SERIE B;2024;23.10.2024;Ponte Preta;Brusque;https://www.flashscore.com/match/GzR3hT4H/#/
OtGwnRso;BRAZIL;SERIE B;2024;23.10.2024;Santos;Ceara;https://www.flashscore.com/match/OtGwnRso/#/
fRow7SJA;BRAZIL;SERIE B;2024;23.10.2024;Sport Recife;Guarani;https://www.flashscore.com/match/fRow7SJA/#/
baWbg9kB;BRAZIL;SERIE B;2024;23.10.2024;Vila Nova FC;Amazonas;https://www.flashscore.com/match/baWbg9kB/#/
YkO97aAL;BRAZIL;SERIE B;2024;26.10.2024;Amazonas;Botafogo SP;https://www.flashscore.com/match/YkO97aAL/#/
pUsFoIm2;BRAZIL;SERIE B;2024;26.10.2024;America MG;Sport Recife;https://www.flashscore.com/match/pUsFoIm2/#/
bXVdA1Q2;BRAZIL;SERIE B;2024;26.10.2024;Avai;Vila Nova FC;https://www.flashscore.com/match/bXVdA1Q2/#/
Czz19Lu9;BRAZIL;SERIE B;2024;26.10.2024;Brusque;Chapecoense-SC;https://www.flashscore.com/match/Czz19Lu9/#/
2PSD6JPR;BRAZIL;SERIE B;2024;26.10.2024;Ceara;Paysandu PA;https://www.flashscore.com/match/2PSD6JPR/#/
faP58ueF;BRAZIL;SERIE B;2024;26.10.2024;Coritiba;CRB;https://www.flashscore.com/match/faP58ueF/#/
8Uks6nZG;BRAZIL;SERIE B;2024;26.10.2024;Goias;Operario;https://www.flashscore.com/match/8Uks6nZG/#/
0QDAlK3q;BRAZIL;SERIE B;2024;26.10.2024;Guarani;Novorizontino;https://www.flashscore.com/match/0QDAlK3q/#/
6wqBnbYe;BRAZIL;SERIE B;2024;26.10.2024;Ituano;Santos;https://www.flashscore.com/match/6wqBnbYe/#/
vHCEmvJk;BRAZIL;SERIE B;2024;26.10.2024;Mirassol;Ponte Preta;https://www.flashscore.com/match/vHCEmvJk/#/
fJiiKxfR;BRAZIL;SERIE B;2024;06.11.2024;Amazonas;America MG;https://www.flashscore.com/match/fJiiKxfR/#/
nglqMbPE;BRAZIL;SERIE B;2024;06.11.2024;Brusque;Botafogo SP;https://www.flashscore.com/match/nglqMbPE/#/
00UJFd2r;BRAZIL;SERIE B;2024;06.11.2024;Ceara;Avai;https://www.flashscore.com/match/00UJFd2r/#/
82kuNvA8;BRAZIL;SERIE B;2024;06.11.2024;Chapecoense-SC;Novorizontino;https://www.flashscore.com/match/82kuNvA8/#/
4YEu2wYr;BRAZIL;SERIE B;2024;06.11.2024;Goias;Guarani;https://www.flashscore.com/match/4YEu2wYr/#/
hf7hayI1;BRAZIL;SERIE B;2024;06.11.2024;Ituano;CRB;https://www.flashscore.com/match/hf7hayI1/#/
bX7l0H2e;BRAZIL;SERIE B;2024;06.11.2024;Mirassol;Coritiba;https://www.flashscore.com/match/bX7l0H2e/#/
tGmmLIvL;BRAZIL;SERIE B;2024;06.11.2024;Operario;Sport Recife;https://www.flashscore.com/match/tGmmLIvL/#/
nc4p1cmk;BRAZIL;SERIE B;2024;06.11.2024;Ponte Preta;Paysandu PA;https://www.flashscore.com/match/nc4p1cmk/#/
Wp6dbeX7;BRAZIL;SERIE B;2024;06.11.2024;Santos;Vila Nova FC;https://www.flashscore.com/match/Wp6dbeX7/#/
MZKvBYGD;BRAZIL;SERIE B;2024;16.11.2024;America MG;Ituano;https://www.flashscore.com/match/MZKvBYGD/#/
zw9MZHgE;BRAZIL;SERIE B;2024;16.11.2024;Avai;Mirassol;https://www.flashscore.com/match/zw9MZHgE/#/
Q7RVCfn1;BRAZIL;SERIE B;2024;16.11.2024;Botafogo SP;Ceara;https://www.flashscore.com/match/Q7RVCfn1/#/
W42VXeOQ;BRAZIL;SERIE B;2024;16.11.2024;Coritiba;Santos;https://www.flashscore.com/match/W42VXeOQ/#/
ET7QYy9K;BRAZIL;SERIE B;2024;16.11.2024;CRB;Goias;https://www.flashscore.com/match/ET7QYy9K/#/
nHSRDzXf;BRAZIL;SERIE B;2024;16.11.2024;Guarani;Amazonas;https://www.flashscore.com/match/nHSRDzXf/#/
8WGzCE17;BRAZIL;SERIE B;2024;16.11.2024;Novorizontino;Operario;https://www.flashscore.com/match/8WGzCE17/#/
YDlcTFWs;BRAZIL;SERIE B;2024;16.11.2024;Paysandu PA;Brusque;https://www.flashscore.com/match/YDlcTFWs/#/
Szl1SZol;BRAZIL;SERIE B;2024;16.11.2024;Sport Recife;Chapecoense-SC;https://www.flashscore.com/match/Szl1SZol/#/
viTNEGHl;BRAZIL;SERIE B;2024;16.11.2024;Vila Nova FC;Ponte Preta;https://www.flashscore.com/match/viTNEGHl/#/
2BPmIXwm;BRAZIL;SERIE B;2024;23.11.2024;Amazonas;Goias;https://www.flashscore.com/match/2BPmIXwm/#/
nyeDPXV6;BRAZIL;SERIE B;2024;23.11.2024;Botafogo SP;Avai;https://www.flashscore.com/match/nyeDPXV6/#/
6uvINgGP;BRAZIL;SERIE B;2024;23.11.2024;Brusque;Guarani;https://www.flashscore.com/match/6uvINgGP/#/
rNtoHigg;BRAZIL;SERIE B;2024;23.11.2024;Ceara;America MG;https://www.flashscore.com/match/rNtoHigg/#/
hxzEOZ0J;BRAZIL;SERIE B;2024;23.11.2024;Chapecoense-SC;Coritiba;https://www.flashscore.com/match/hxzEOZ0J/#/
GAaHOioD;BRAZIL;SERIE B;2024;23.11.2024;Novorizontino;Paysandu PA;https://www.flashscore.com/match/GAaHOioD/#/
OKQqJDOt;BRAZIL;SERIE B;2024;23.11.2024;Operario;Mirassol;https://www.flashscore.com/match/OKQqJDOt/#/
8pd9QDG0;BRAZIL;SERIE B;2024;23.11.2024;Ponte Preta;Sport Recife;https://www.flashscore.com/match/8pd9QDG0/#/
f1bLNB0J;BRAZIL;SERIE B;2024;23.11.2024;Santos;CRB;https://www.flashscore.com/match/f1bLNB0J/#/
QL64Rg1f;BRAZIL;SERIE B;2024;23.11.2024;Vila Nova FC;Ituano;https://www.flashscore.com/match/QL64Rg1f/#/
lSeVesNp;BRAZIL;SERIE B;2024;26.11.2024;America MG;Brusque;https://www.flashscore.com/match/lSeVesNp/#/
xrkDKQao;BRAZIL;SERIE B;2024;26.11.2024;Avai;Ponte Preta;https://www.flashscore.com/match/xrkDKQao/#/
bcwMI4Uc;BRAZIL;SERIE B;2024;26.11.2024;Coritiba;Botafogo SP;https://www.flashscore.com/match/bcwMI4Uc/#/
GYmHJpFi;BRAZIL;SERIE B;2024;26.11.2024;CRB;Operario;https://www.flashscore.com/match/GYmHJpFi/#/
MDukGB8a;BRAZIL;SERIE B;2024;26.11.2024;Goias;Novorizontino;https://www.flashscore.com/match/MDukGB8a/#/
GzugFVN5;BRAZIL;SERIE B;2024;26.11.2024;Guarani;Ceara;https://www.flashscore.com/match/GzugFVN5/#/
C2Y1D9hI;BRAZIL;SERIE B;2024;26.11.2024;Ituano;Amazonas;https://www.flashscore.com/match/C2Y1D9hI/#/
UwqcEkwC;BRAZIL;SERIE B;2024;26.11.2024;Mirassol;Chapecoense-SC;https://www.flashscore.com/match/UwqcEkwC/#/
AXtQHOq4;BRAZIL;SERIE B;2024;26.11.2024;Paysandu PA;Vila Nova FC;https://www.flashscore.com/match/AXtQHOq4/#/
4ftUGraA;BRAZIL;SERIE B;2024;26.11.2024;Sport Recife;Santos;https://www.flashscore.com/match/4ftUGraA/#/
